WKT,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:barrier,osm:barrier:gate,osm:barrier:security_fence,osm:building:blocks,osm:building:classrooms,osm:building:levels,osm:building:library,osm:building:material,osm:building:roof,osm:condition,osm:contact,osm:contact:,osm:contact:address,osm:contact:email,osm:contact:mobile,osm:contact:person,osm:contact:phone,osm:education:admission_fee,osm:education:board_of_management,osm:education:boarding,osm:education:bom,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:exam_affiliate,osm:education:exam_center,osm:education:exam_fee,osm:education:extra_agriculture_club,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_nature_club,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_scouts/girl_guide,osm:education:extra_scouts:girl_guide,osm:education:extra_sports,osm:education:extra_woodwork,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_per_term,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:funding,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:government_registered_which_ministry,osm:education:how_many,osm:education:lunch_fee,osm:education:management_committee,osm:education:mean,osm:education:mean_score,osm:education:nemis_code,osm:education:ntsa_approved_teachers,osm:education:num_classes,osm:education:operate_as,osm:education:operator,osm:education:other,osm:education:parents_teachers_association,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_feeding_description_1,osm:education:program_feeding_description_2,osm:education:program_orphans,osm:education:program_other,osm:education:program_sanitary_towel,osm:education:program_special_needs,osm:education:pta,osm:education:sanitary_towel,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:sponsored_by,osm:education:sports,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:trip_fee,osm:education:tsc_employ,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:education:type_of_vocational_school,osm:education:which_ministry,osm:educations:sponsored_by,osm:electricity:operational_status,osm:government:registered,osm:government:registered_1,osm:government:registered_3,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:outside,osm:image:sign_post,osm:internet_access,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:isced:level,osm:laboratory,osm:laboratory:equipment,osm:leisure,osm:level,osm:location,osm:name,osm:name:en,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:registration_date,osm:registration_year,osm:room:kitchen,osm:room:staff,osm:source,osm:start_date,osm:station:type_description,osm:toilet:arranged_name,osm:toilet:boys_toilet,osm:toilet:girls_toilet,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:type,osm:waste:garbage_disposal,osm:water:hand_wash_facility,osm:water:source,osm:water:source_of_water,osm:water_source,osm:wikidata
"MULTIPOINT ((36.758974 -1.258499))",2018/10/30,fondolucy,foot,,,,school,,,,,"1","0",,"wood,iron_sheet",iron_sheet,,,,,,,,"0724354042",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,mixed,no,mgcsd,,,,,,,,,,day_school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,sometimes,,,,node/5933714622,,,,,,,,,,,,,,,,kangemi,Kibagare Community CHV School,,,,kibagare Community,,,cbo,,,,,,,,,,,,,,,,,,,,None,,,arranged,,,"0",yes,"0","0",,,,tap,,,
"MULTIPOINT ((36.762359 -1.256655))",2018/10/30,fondolucy,"small_cars,foot",,,,school,,,,,"1","0",,iron_sheet,iron_sheet,,,,68291-00200,None,,,"0721715392",,,,,yes,"1",,8_4_4,None,no,,,no,no,,,no,,,yes,,yes,"100","50",,"0",,"0",,,,"0",,,,"3500",,"0",,mixed,no,no,,,,yes,,"0",no,,,day_school,,,,yes,yes,school_fees,,,yes,,no,no,no,,,Moreen khasaya,,,,,,"28","15","13",,"1","1","0","1",,,,,,,no,,pre_primary,,,,always,,,,node/5933714623,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949791651.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949844752.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537949920385.jpg,,,,,,,,,,,kangemi,Kibagare Primary School,,,,Kibagare PAG,,,religious,,,,,,,,,,,,,,,,,,,,None,,,yes,,,"0",yes,"1","0",,,,water_tank,,,
"MULTIPOINT ((36.769962 -1.250525))",2018/10/18,fondolucy,"big_vehicles,foot",,,,school,,,,,,,,,,,,,,admin@kyunakindergarten.sc.ke,,,,,,,,,,,montessori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,,,,,,,,,,,,day_school,,,,,,school_fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/5933714624,,,,,,,,,,,,,,,,kangemi,Kyuna Kindergarten,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.748743 -1.251772))",2018/10/30,fondolucy,"big_vehicles,foot",,,,school,,,,,"1","0",,cement_block,iron_sheet,,,,23530-00625,Loreshoprimary@gmail.com,,,"0720808804",,,,,no,,,8_4_4,None,no,,,no,yes,,,no,,,no,,free_education,"0","0",,"0",,"0",,,,"0",,"0",,"0",,"0",,mixed,yes,moe,,,,yes,,"0",yes,,,day_school,,,,yes,yes,feed_the_child,,,yes,,no,no,yes,,,Regina,,,,,,"62","37","25",,"2","2","0","2",,,,,,,no,,pre_primary,,,,always,,,,node/5933714625,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537957413068.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537957420455.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537957429960.jpg,,,,,,,,,,,kangemi,Loresho Primary School,,,,County Government of Nairobi,,,government,,,,,,,,,,,,,,,,,,,,,,,yes,,,"14",yes,"12","4",,,,tap,,,
"MULTIPOINT ((36.748477 -1.251729))",2018/10/30,fondolucy,"big_vehicles,foot",,,,school,,,,,"20","0",,cement_block,iron_sheet,,,,23530-00625,Loreshoprimary@gmail.com,,,"0722716958",,,,,yes,"14",,"8_4_4,2_6_3_3_3",None,yes,,,yes,yes,,St Johns Club,yes,,,yes,,free_education,"0","0",,,"0","0",,,,"0",,,,"0",,"0",,mixed,yes,moe,,,,yes,,"280.60",yes,,,day_school,,,,yes,yes,feed_the_child,,,yes,"Ppi,debates",yes,yes,yes,,,Mrs wangara,,,,,,"1185","612","573",,"22","17","5","22",,,,,,,yes,,primary,,,,always,,,,node/5933714626,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537957507896.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537957139425.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537957516326.jpg,,,,,,,,,,,kangemi,Loresho Primary School,,,,Government of kenya,,,government,,,,,,,,,,,,,,,,,,,,None,,,yes,,,"14",yes,"12","4",,,,tap,,,
"MULTIPOINT ((36.782167 -1.255827))",2018/10/16,fondolucy,big_vehicles,,,,school,,,,,,,,cement_block,concrete,,,,,info@mlckenya.com,,,"0728600011",,,,,,,,montessori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,day_school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/5933714627,,,,,,,,,,,,,,,,kangemi,Montessori Learners Centre,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.756633 -1.266414))",2018/10/19,muindre,"small_cars,foot",,,,school,,,,,"11","0",,iron_sheet,iron_sheet,,,,46695-00100,None,,,"0727359613",,,,,no,,,"8_4_4,2_6_3_3_3",,yes,,,no,no,,,yes,,,yes,,yes,"500","100",,,"9000","13200",,,,"500",,,,,,"700",,mixed,no,APBET,,,,yes,,"0",yes,,,day_school,,,,yes,central_feeding,,,,yes,"Health club,Debate club",no,no,no,,,Derrick Mugisa,,,,,,"368","181","187",,"7","1","6","7",,,,,,,,,primary,,,,always,,,,node/5933721649,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537950748635.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537951098706.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537951521027.jpg,,,,,,,,,,,kangemi,Light Rays Centre,,,,Light Rays Centre,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"5",yes,"3","1",,,,tap,,,
"MULTIPOINT ((36.751445 -1.264496))",2018/10/25,shazomojah,"small_cars,big_vehicles,foot",,,,school,,,,,"4","0",,iron_sheet,iron_sheet,,,,161-00605,makumirachel@gmail.com,,,"0722650612",,,,,no,,,2_6_3_3_3,None,no,,,no,yes,,,no,,,yes,,yes,"500","0",,,,,,,,"3000",,graduation 800,,"12000",,"500",,mixed,no,APBET,,,,no,,,yes,,,day_school,,,,yes,yes,school_fees,,,no,,no,no,no,,,Rachel Makumi,,,,,,"135","59","76",,"8","8","0","6",,,,,,,,,pre_primary,,,,always,,,,node/5933721650,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537953791698.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537953863900.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537955735024.jpg,,,,,,,,,,,kangemi,Brighter Rawa Kids School,,,,Brighter Rawa Kids School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.756732 -1.266527))",2018/10/17,muindre,"small_cars,foot",,,,school,,,,,"3","0",,iron_sheet,iron_sheet,,,,46695-00100,None,,,"0727359613",,,,,no,,,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"500","100",,,,,,,,"500",,graduation_fee_1200,,"9000",,"700",,mixed,no,APBET,,,,yes,,None,yes,,,day_school,,,,yes,central_feeding,,,,yes,,no,no,no,,,Derrick Mugisa,,,,,,"108","53","55",,"3","3","0","3",,,,,,,,,pre_primary,,,,always,,,,node/5933721651,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537950805178.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537950879642.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537951569818.jpg,,,,,,,,,,,kangemi,Light Rays Centre,,,,Light Rays Centre,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,"5",yes,"3","1",,,,tap,,,
"MULTIPOINT ((36.75485 -1.266031))",2018/10/17,muindre,"small_cars,foot",,,,school,,,,,"5","2",,iron_sheet,iron_sheet,,,,442-00100,owinoc8@gmail.com,,,0700159860/0703759871,,,,,yes,"5",,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"1000","200",,,,,,,,"600",,graduation_fee_1000,,"10200",,"1000",,mixed,no,APBET,,,,yes,,None,yes,,,day_school,,,,yes,central_feeding,,,,yes,,no,yes,yes,,,Caleb Abayo Owino,,,,,,"151","68","83",,"5","5","0","5",,,,,,,,,pre_primary,,,,always,,,,node/5933721652,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945503866.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945817103.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945837189.jpg,,,,,,,,,,,kangemi,Pama Academy,,,,Pama Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","1",,,,tap,,,
"MULTIPOINT ((36.754906 -1.266065))",2018/10/19,muindre,"small_cars,foot",,,,school,,,,,"10","2",,iron_sheet,iron_sheet,,,,442-00100,owinoc8@gmail.com,,,0700159860/0703759871,,,,,yes,"10",,"8_4_4,2_6_3_3_3",Kangemi Youth Primary,no,,,yes,yes,,Environmental Club,yes,,,yes,,yes,"1000","200",,,"10200","10200",,,,"600",,,,"10200",,"1000",,mixed,no,APBET,,,,yes,,"379.52",yes,,,day_school,,,,yes,central_feeding,,,,yes,"Debate,Mentorship",yes,yes,yes,,,Caleb Abayo Owino,,,,,,"297","131","166",,"10","6","4","5",,,,,,,,,primary,,,,always,,,,node/5933721653,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945602780.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945695667.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537945755958.jpg,,,,,,,,,,,kangemi,Pama Academy,,,,Pama Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","1",,,,tap,,,
"MULTIPOINT ((36.761586 -1.267649))",2018/10/19,muindre,"small_cars,foot",,,,school,,,,,"3","0",,iron_sheet,iron_sheet,,,,None,msingiboraacademykangemi@gmail.com,,,"0729327823",,,,,no,,,8_4_4,None,no,,,yes,yes,,,yes,,,yes,,yes,"1000","500",,,,,,,,"2500",,,,"22500",,"1500",,mixed,no,APBET,,,,yes,,None,yes,,,day_school,,,,yes,central_feeding,,,,yes,"Debate, Mentorship",yes,yes,yes,,,Doreen Mutiso,,,,,,"14","9","5",,"5","2","3","5",,,,,,,,,secondary,,,,always,,,,node/5933721654,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871194795.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871233465.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871761408.jpg,,,,,,,,,,,kangemi,Msingi Bora Academy,,,,Msingi Bora Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.761489 -1.267636))",2018/10/17,muindre,"small_cars,foot",,,,school,,,,,"3","0",,iron_sheet,iron_sheet,,,,None,msingiboraacademykangemi@gmail.com,,,"0729327823",,,,,no,,,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"500","50",,,,,,,,"1000",,graduation_fee_800,,"11400",,"1000",,mixed,no,APBET,,,,yes,,None,yes,,,day_school,,,,yes,central_feeding,,,,yes,,no,yes,yes,,,Duncan Francis,,,,,,"60","27","33",,"3","3","0","3",,,,,,,,,pre_primary,,,,always,,,,node/5933721655,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870807464.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871807460.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871818000.jpg,,,,,,,,,,,kangemi,Msingi Bora Academy,,,,Msingi Bora Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.761683 -1.267711))",2018/10/25,muindre,"small_cars,foot",,,,school,,,,,"11","0",,iron_sheet,iron_sheet,,,,None,msingiboraacademykangemi@gmail.com,,,"0729327823",,,,,no,,,"8_4_4,2_6_3_3_3",Wisdom Multipurpose School,no,,,yes,yes,,,yes,,,yes,,yes,"500","50",,,"12000","12000",,,,"1000",,,,"12000",,"1000",,mixed,no,APBET,,,,yes,,"350",no,,,day_school,,,,yes,central_feeding,,,,yes,"Debate,mentorship",yes,yes,yes,,,Dunstan Francis,,,,,,"175","103","72",,"9","7","2","9",,,,,,,,,primary,,,,always,,,,node/5933721656,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537870925495.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871021277.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537871874390.jpg,,,,,,,,,,,kangemi,Msingi Bora Academy,,,,Msingi Bora Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.757867 -1.268532))",2018/10/17,muindre,"small_cars,foot",,,,school,,,,,"2","0",,iron_sheet,iron_sheet,,,,none,None,,,"0727915199",,,,,no,,,2_6_3_3_3,None,no,,,no,no,,,no,,,no,,yes,"300","0",,,,,,,,"0",,graduation_500,,"8400",,"700",,mixed,no,APBET,,,,yes,,None,yes,,,day_school,,,,yes,no,,,,yes,,no,yes,yes,,,Mildred Isenye,,,,,,"27","12","15",,"2","2","0","1",,,,,,,,,pre_primary,,,,never,,,,node/5933721657,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537863232287.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537863518142.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537863590700.jpg,,,,,,,,,,,kangemi,Redempter School,,,,Redempter School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.757857 -1.268519))",2018/10/19,muindre,"small_cars,foot",,,,school,,,,,"5","0",,iron_sheet,iron_sheet,,,,None,None,,,"0727915199",,,,,no,,,"8_4_4,2_6_3_3_3",None,no,,,yes,no,,,yes,,,yes,,yes,"300","0",,,"9000","9000",,,,"0",,,,"9000",,"700",,mixed,no,APBET,,,,no,,None,yes,,,day_school,,,,yes,no,,,,yes,"Debate,Mentorship,PPI",no,yes,yes,,,Mildred Isenye,,,,,,"52","22","30",,"4","3","1","1",,,,,,,,,primary,,,,never,,,,node/5933721658,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537863311260.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537863370452.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537863649832.jpg,,,,,,,,,,,kangemi,Redempter School,,,,Redempter School,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.757515 -1.26831))",2019/05/06,muindre,"small_cars,foot",,,,school,,,,,"3","0",,iron_sheet,iron_sheet,,,,none,none,,,"0725802574",,,,,no,,,8_4_4,no,no,,,no,no,,,no,,,no,,yes,"200","200",,,,,,,,"800",,graduation_fees_is_1000,,"9900",,"1000",,mixed,no,APBET,,,,no,,none,no,,,day_school,,,,no,central_feeding,,,,yes,,no,yes,no,,,Alex Anzigare,,,,,,"76","40","36",,"3","3","0","1",,,,,,,,,pre_primary,,,,never,,,,node/5933721659,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537860961116.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537861354870.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537861372066.jpg,,,,,,,,,,,kangemi,Precious Junior Academy,,,,Precious Junior Academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.757556 -1.268281))",2018/10/17,muindre,"small_cars,foot",,,,school,,,,,"6","0",,iron_sheet,iron_sheet,,,,None,None,,,"0725802574",,,,,no,,,8_4_4,None,no,,,no,no,,,no,,,yes,,yes,"200","200",,,"10500",,,,,"800",,,,"10500",,"1000",,mixed,no,APBET,,,,no,,None,no,,,day_school,,,,yes,central_feeding,,,,yes,,no,yes,no,,,Alex Anzigare,,,,,,"31","15","16",,"4","3","1","2",,,,,,,,,primary,,,,never,,,,node/5933721660,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537861056851.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537861092338.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537861235348.jpg,,,,,,,,,,,kangemi,Precious Junior Academy,,,,precious junior academy,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.754023 -1.272393))",2018/10/25,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,,"6","1",,cement_block,iron_sheet,,,,29123-00625,anandamargaacademy@yahoo.com,,,"0724537444",,,,,no,"0",,"8_4_4,2_6_3_3_3",None,no,,,no,no,,None,no,,,no,,yes,"200","0",,"0",,,,,,"0",,"0",,"9000",,"0",,mixed,no,moe,,,,no,,None,yes,,,day_school,,,,yes,yes,sponsored,,,yes,feeding_program,no,yes,no,,,Brian Chimwani,,,,,,"70","0","0",,"6","6","0","6",,,,,,,,,pre_primary,,,,always,,,,node/5933721703,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537959641214.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537959665373.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537960806041.jpg,,,,,,,,,,,kangemi,Ananda Marga Academy,,,,Ananda Marga Mission,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","8",,,,tap,,,
"MULTIPOINT ((36.754093 -1.272552))",2018/10/30,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,,"4","1",,cement_block,iron_sheet,,,,29123-00625,anandamargaacademy@yahoo.com,,,"0724537444",,,,,no,"0",,8_4_4,,yes,,,yes,yes,,"christian_union,debates,science_congress",no,,,yes,,sponsored,"1000","500",,,"0","0",,,,"0",,trip_fees_depends_with_destination,,"0",,"0",,mixed,no,moe,,,,yes,,"3.0",yes,,,day_school,,,,yes,yes,sponsored,,,yes,none,yes,no,yes,,,Dinesh Kumar,,,,,,"202","120","82",,"8","0","8","8",,,,,,,,,secondary,,,,always,,,,node/5933721704,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537960364748.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537959758641.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537960665710.jpg,,,,,,,,,,,kangemi,Ananda Marga Academy,,,,Ananda Marga Mission,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,,,"2",yes,"2","6",,,,tap,,,
"MULTIPOINT ((36.754635 -1.273243))",2018/12/04,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"8","0",,"wood,iron_sheet",iron_sheet,,,,194-00625,none,,,"0720456680,0724177993",,,,,yes,"10",,"8_4_4,2_6_3_3_3",,yes,,,yes,yes,,"clubs,guidance_and_counselling,ppi,christian_union",yes,,,yes,,yes,"200","0",,,"7500","7500",,,,"0",,trip_fees_depends_on_destination,,"7500",,"0",,mixed,no,mgcsd,,,,yes,,"252",yes,,,day_school,,,,yes,yes,sponsored,,,yes,"discovery_learning,audio _visual_ aid,tusome",no,no,yes,,,Patrick Aluda,,,,,,"260","114","146",,"10","4","6","6",,,,,,,,,primary,,,,always,,,,node/5933721705,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537956280463.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537956509311.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537956821007.jpg,,,,,,,,,,,kangemi,Kanyorosha Self Help School,,,,Kanyorosha Self Help Group,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"4",yes,"3","1",,,,water_tank,,,
"MULTIPOINT ((36.754541 -1.273244))",2018/10/30,kamirisam,"small_cars,big_vehicles,foot",,,,school,,,,,"2","0",,"wood,iron_sheet",iron_sheet,,,,194-00625,kanyorosha@yahoo.co.uk,,,"0720456680,0724177993",,,,,yes,"2",,2_6_3_3_3,None,no,,,no,yes,,clubs,yes,,,yes,,yes,"200","0",,,,"0",,,,"0",,trip_fees_depends_with_destination,,"7500",,"0",,mixed,no,mgcsd,,,,yes,,None,yes,,,day_school,,,,yes,yes,feed_the_child,,,yes,"tusome,tayari",no,yes,yes,,,Patrick Aluda,,,,,,"40","21","19",,"2","2","0","2",,,,,,,,,pre_primary,,,,always,,,,node/5933721706,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537956325965.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537956702247.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537956776015.jpg,,,,,,,,,,,kangemi,Kanyorosha Self Help School,,,,Kanyorosha Self Help Group,,,cbo,,,,,,,,,,,,,,,,,,,,,,,yes,,,"4",yes,"3","1",,,,water_tank,,,
"MULTIPOINT ((36.754808 -1.272272))",2018/10/25,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,,"9","0",,iron_sheet,iron_sheet,,,,154-00625,joy@hamomi.org,,,"0742144540",,,,,yes,"13",,"8_4_4,2_6_3_3_3",,yes,,,yes,yes,,clubs,yes,,,yes,,sponsored,"0","0",,,,"0",,,,"0",,none,,"0",,"0",,mixed,no,moe,,,,yes,,"317.7",yes,,,day_school,,,,yes,yes,sponsored,,,yes,feeding,yes,no,yes,,,Collins Chitara,,,,,,"97","46","51",,"13","8","5","10",,,,,,,,,primary,,,,always,,,,node/5933721707,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537954302263.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537954409681.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537954489101.jpg,,,,,,,,,,,kangemi,Hamomi School,,,,Collins Chitira,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,tap,,,
"MULTIPOINT ((36.756782 -1.271935))",2019/05/06,muindre,"small_cars,big_vehicles,foot",,,,school,,,,,"1","0",,"iron_sheet,cement_block",iron_sheet,,,,none,none,,,"0725802574",,,,,no,"0",,"8_4_4,2_6_3_3_3",no,no,,,no,yes,,"fun_days,story_telling",no,,,yes,,yes,"200","200",,,,"0",,,,"600",,"diary_100,report_ book_100",,"2400",,"1000",,mixed,no,no,,,,no,,none,no,,,day_school,,,,yes,yes,school_fees,,,no,feeding_program,no,no,no,,,Elizabeth Nduta,,,,,,"12","4","8",,"1","1","0","1",,,,,,,,,pre_primary,,,,sometimes,,,,node/5933721708,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537952528280.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537952589991.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1537952625461.jpg,,,,,,,,,,,kangemi,Blessings Junior Academy,,,,Elizabeth Nduta,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,,,"1",yes,"1","1",,,,water_tank,,,
